region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Raleigh/Greensboro,2018-10-07 0:00,Organic,2.21,18404.25,22.35,5416.49,106.88,12858.53,12778.89,79.64,0
Richmond/Norfolk,2018-10-07 0:00,Organic,1.42,14740.59,27.11,2914.51,28.47,11770.5,10893.89,876.61,0
Roanoke,2018-10-07 0:00,Organic,1.7,7475.09,132.6,1521.97,0,5820.52,4144.56,1675.96,0
Sacramento,2018-10-07 0:00,Organic,1.87,9804.98,2014.7,3805.8,0,3984.48,3937.81,46.67,0
San Diego,2018-10-07 0:00,Organic,1.59,27014.71,3188.53,12198.18,0,11628,11628,0,0
San Francisco,2018-10-07 0:00,Organic,2.19,25312.86,8025.52,9022.28,0,8265.06,8238.39,26.67,0
Seattle,2018-10-07 0:00,Organic,2.04,85090.69,1046.62,22580.55,6.68,61456.84,1950.42,59488.6,17.82
South Carolina,2018-10-07 0:00,Organic,1.6,18642.42,79.33,4321.89,56.26,14184.94,12958.25,1226.69,0
South Central,2018-10-07 0:00,Organic,1.46,146998.99,26570.08,5269.86,0,115159.05,98739.27,16419.78,0
Southeast,2018-10-07 0:00,Organic,1.54,122772.28,1614.74,17961.99,70.22,103125.33,87401.94,15723.39,0
Spokane,2018-10-07 0:00,Organic,2.04,5689.82,252.64,2205.24,0,3231.94,894.91,2337.03,0
St. Louis,2018-10-07 0:00,Organic,1.66,9877.3,1021.47,2689.28,3.51,6163.04,5030.57,1132.47,0
Syracuse,2018-10-07 0:00,Organic,1.24,5792.9,46.33,182.97,0,5563.6,3397.15,2166.45,0
Tampa,2018-10-07 0:00,Organic,1.44,9887.9,126.09,757.37,0,9004.44,9004.44,0,0
West,2018-10-07 0:00,Organic,1.74,349853.45,26445.61,60495.69,130.06,262782.09,158814,103943.49,24.6
West Tex/New Mexico,2018-10-07 0:00,Organic,1.56,32856.64,4654.05,3766.18,2.95,24433.46,24050.12,383.34,0
Total U.S.,2018-10-14 0:00,Organic,1.57,1540282.85,123311.87,232505.14,643.46,1183773.02,980781.24,202965.68,26.1
Albany,2018-10-14 0:00,Organic,1.45,4004.28,62.79,299.15,0,3642.34,3642.34,0,0
Atlanta,2018-10-14 0:00,Organic,1.66,17647.23,122.54,4256.77,0,13267.92,6784.1,6483.82,0
Baltimore/Washington,2018-10-14 0:00,Organic,1.43,42556.18,870.66,4717.7,24.77,36943.05,35097.53,1845.52,0
Boise,2018-10-14 0:00,Organic,1.84,3481.39,0,907.09,0,2574.3,1150.52,1423.78,0
Boston,2018-10-14 0:00,Organic,1.5,34838.73,62.28,1503.85,0,33272.6,18575.08,14697.52,0
Buffalo/Rochester,2018-10-14 0:00,Organic,1.17,19499.4,233.49,155.34,0,19110.57,9539.62,9570.95,0
California,2018-10-14 0:00,Organic,1.71,199289.85,40640.21,63319.17,0,95330.47,95310.47,20,0
Charlotte,2018-10-14 0:00,Organic,1.63,13774.57,51.2,4284.34,97.19,9341.84,8973.9,367.94,0
Chicago,2018-10-14 0:00,Organic,1.84,48733.43,402.85,14596.4,0,33734.18,33734.18,0,0
Cincinnati/Dayton,2018-10-14 0:00,Organic,1.68,13375.19,509.84,3624.56,0,9240.79,3977.62,5263.17,0
Columbus,2018-10-14 0:00,Organic,1.5,12069.42,440.01,1425.82,0,10203.59,6543.55,3660.04,0
Dallas/Ft. Worth,2018-10-14 0:00,Organic,1.27,34385.9,6591.22,593.71,0,27200.97,23946.34,3254.63,0
Denver,2018-10-14 0:00,Organic,1.62,27252.82,5687.93,756.22,59.73,20748.94,17889.42,2859.52,0
Detroit,2018-10-14 0:00,Organic,1.42,21864.14,453.35,2709.88,0,18687.11,12663.53,6023.58,0
Grand Rapids,2018-10-14 0:00,Organic,1.29,10612.99,22.2,1025.47,0,9565.32,9565.32,0,0
Great Lakes,2018-10-14 0:00,Organic,1.47,223617.29,4465.21,31780.23,0,187322.49,158727.61,28594.88,0
Harrisburg/Scranton,2018-10-14 0:00,Organic,1.32,21223.01,207.12,242.64,0,20773.25,19877.72,895.53,0
Hartford/Springfield,2018-10-14 0:00,Organic,1.85,13177.88,239.41,2720.53,4.35,10213.59,10213.59,0,0
Houston,2018-10-14 0:00,Organic,1.64,28457.28,5268.63,106.95,0,23081.7,21195.04,1886.66,0
Indianapolis,2018-10-14 0:00,Organic,1.19,12369.2,250.4,875.53,0,11243.27,8263.18,2980.09,0
Jacksonville,2018-10-14 0:00,Organic,1.56,3660.44,98.11,697.94,14.57,2849.82,2551.11,298.71,0
Las Vegas,2018-10-14 0:00,Organic,1.57,16268.56,2446.27,2082.04,0,11740.25,11731.42,8.83,0
Los Angeles,2018-10-14 0:00,Organic,1.59,102353.8,20572.63,26276.64,0,55504.53,55504.53,0,0
Louisville,2018-10-14 0:00,Organic,1.65,3974.5,2.64,1209.05,0,2762.81,1265.26,1497.55,0
Miami/Ft. Lauderdale,2018-10-14 0:00,Organic,1.34,7853.32,564.68,100.66,0,7187.98,6986.66,201.32,0
Midsouth,2018-10-14 0:00,Organic,1.55,190417.53,2267.56,33521.04,357.05,154271.88,133580.22,20691.66,0
Nashville,2018-10-14 0:00,Organic,1.53,8229.64,19.18,2066.74,0,6143.72,3361.15,2782.57,0
New Orleans/Mobile,2018-10-14 0:00,Organic,1.56,2941.01,515.25,95.75,0,2330.01,1900.01,430,0
New York,2018-10-14 0:00,Organic,1.61,108194.48,11453.44,12014.32,76.37,84650.35,83021.19,1629.16,0
Northeast,2018-10-14 0:00,Organic,1.49,319366.39,18267.75,24536.95,70.66,276491.03,233454.98,43036.05,0
Northern New England,2018-10-14 0:00,Organic,1.44,33042.22,0,3381.87,0,29660.35,23200.12,6460.23,0
Orlando,2018-10-14 0:00,Organic,1.42,12557.76,187.61,804.92,0,11565.23,10632.23,933,0
Philadelphia,2018-10-14 0:00,Organic,1.51,31723.99,2840.4,3280.64,0,25602.95,24560.21,1042.74,0
Phoenix/Tucson,2018-10-14 0:00,Organic,1.33,35262.92,3344.9,3557.36,0,28360.66,28357.33,3.33,0
Pittsburgh,2018-10-14 0:00,Organic,1.34,16564.87,1131.43,5.52,0,15427.92,15427.92,0,0
Plains,2018-10-14 0:00,Organic,1.37,64933.37,3697.73,5647.8,4.72,55583.12,48564.62,7018.5,0
Portland,2018-10-14 0:00,Organic,2.09,28088,931.41,7978.74,0,19177.85,2240.84,16933.11,3.9
Raleigh/Greensboro,2018-10-14 0:00,Organic,1.8,19976.78,46.25,4905.91,71.84,14952.78,14588.06,364.72,0
Richmond/Norfolk,2018-10-14 0:00,Organic,1.35,21296.29,22.97,2857.3,36.48,18379.54,15281.32,3098.22,0
Roanoke,2018-10-14 0:00,Organic,1.53,10884.2,222.8,1117.58,0,9543.82,6193.02,3350.8,0
Sacramento,2018-10-14 0:00,Organic,1.67,11572.81,2161.72,3399.83,0,6011.26,6011.26,0,0
San Diego,2018-10-14 0:00,Organic,1.65,19546.23,3357.21,9877.53,0,6311.49,6311.49,0,0
San Francisco,2018-10-14 0:00,Organic,2.21,27289.21,9259.53,9467.31,0,8562.37,8555.7,6.67,0
Seattle,2018-10-14 0:00,Organic,2.22,61147.13,1066.84,17891.51,18.68,42170.1,2279.27,39868.6,22.23
South Carolina,2018-10-14 0:00,Organic,1.49,19090.14,103.71,3953.99,70.45,14961.99,13536.07,1425.92,0
South Central,2018-10-14 0:00,Organic,1.42,144126.49,26241.58,4384.47,0,113500.44,100853.33,12647.11,0
Southeast,2018-10-14 0:00,Organic,1.52,113046.46,1577.09,16560.73,97.73,94810.91,78144.18,16666.73,0
Spokane,2018-10-14 0:00,Organic,2,4547.8,174.31,1609.69,0,2763.8,989.6,1774.2,0
St. Louis,2018-10-14 0:00,Organic,1.54,8599.01,1027.89,1945.41,3.48,5622.23,5053.29,568.94,0
Syracuse,2018-10-14 0:00,Organic,1.19,7509.3,110.29,188.88,0,7210.13,4465.03,2745.1,0
Tampa,2018-10-14 0:00,Organic,1.51,10251.45,142.18,753.06,0,9356.21,8163.33,1192.88,0
West,2018-10-14 0:00,Organic,1.79,285485.44,26154.73,52754.75,113.3,206462.66,132145.8,74290.76,26.1
West Tex/New Mexico,2018-10-14 0:00,Organic,1.54,27905.77,4376.25,3163.19,8.84,20357.49,20234.16,123.33,0
Total U.S.,2018-10-21 0:00,Organic,1.52,1498750.04,113379.25,230647.41,623.33,1154060.37,956894.57,197108.91,56.89
Albany,2018-10-21 0:00,Organic,1.45,3216.01,42.73,334.01,0,2839.27,2839.27,0,0
Atlanta,2018-10-21 0:00,Organic,1.65,14572.33,196.79,4436.41,0,9939.13,6126.19,3812.94,0
Baltimore/Washington,2018-10-21 0:00,Organic,1.29,54490.95,1043.8,4582.71,16.88,48847.56,48809.95,37.61,0
Boise,2018-10-21 0:00,Organic,1.82,3338.91,0,787.66,0,2551.25,1217.94,1328.74,4.57
Boston,2018-10-21 0:00,Organic,1.54,28936.36,29.81,1345.45,0,27561.1,13471.6,14089.5,0
Buffalo/Rochester,2018-10-21 0:00,Organic,1.15,17499.11,151.21,147.82,0,17200.08,4195.6,13004.48,0
California,2018-10-21 0:00,Organic,1.68,214884.97,34225.43,62201.06,6.43,118452.05,118420.87,31.18,0
Charlotte,2018-10-21 0:00,Organic,1.49,15086.14,62.22,4453.36,87,10483.56,10437.21,46.35,0
Chicago,2018-10-21 0:00,Organic,1.72,52335.98,422.9,13600.68,0,38312.4,38312.4,0,0
Cincinnati/Dayton,2018-10-21 0:00,Organic,1.55,12350.91,224.91,3138.55,0,8987.45,4885.35,4102.1,0
Columbus,2018-10-21 0:00,Organic,1.36,8709.06,455.91,1089.85,0,7163.3,6227.69,935.61,0
Dallas/Ft. Worth,2018-10-21 0:00,Organic,1.33,27472.01,5608.61,552.15,0,21311.25,13717.33,7593.92,0
Denver,2018-10-21 0:00,Organic,1.46,36685.26,5004.24,714.72,60.64,30905.66,17196.73,13708.93,0
Detroit,2018-10-21 0:00,Organic,1.21,18294.19,584.05,2151.05,0,15559.09,14672.74,886.35,0
Grand Rapids,2018-10-21 0:00,Organic,1.29,15885.89,68.27,5182.69,0,10634.93,10634.93,0,0
Great Lakes,2018-10-21 0:00,Organic,1.38,232784.89,4160.54,37638.55,16.5,190929.62,174237.75,16691.87,0
Harrisburg/Scranton,2018-10-21 0:00,Organic,1.22,23781.88,308,277.05,0,23196.83,23177.18,19.65,0
Hartford/Springfield,2018-10-21 0:00,Organic,1.93,10456.14,91.84,2520.98,0,7843.32,7843.32,0,0
Houston,2018-10-21 0:00,Organic,1.7,23892.94,5141.59,154.91,0,18596.44,14786.44,3810,0
Indianapolis,2018-10-21 0:00,Organic,1.23,11870.6,290.03,885.72,0,10694.85,7577.97,3116.88,0
Jacksonville,2018-10-21 0:00,Organic,1.67,6277.37,141.97,1126.16,7.96,5001.28,2609.25,2392.03,0
Las Vegas,2018-10-21 0:00,Organic,1.59,15062.78,2178.61,1900.7,0,10983.47,10979.09,4.38,0
Los Angeles,2018-10-21 0:00,Organic,1.58,101455.52,15417.8,26537.5,0,59500.22,59468.71,31.51,0
Louisville,2018-10-21 0:00,Organic,1.47,4689.68,0,1175.04,0,3514.64,2253.15,1261.49,0
Miami/Ft. Lauderdale,2018-10-21 0:00,Organic,1.42,10365.62,1150.82,110.89,0,9103.91,9065.55,38.36,0
Midsouth,2018-10-21 0:00,Organic,1.42,199339,3692.18,32813.11,336.32,162497.39,149779.4,12717.99,0
Nashville,2018-10-21 0:00,Organic,1.54,7568.23,33.17,2044.03,0,5491.03,519.64,4971.39,0
New Orleans/Mobile,2018-10-21 0:00,Organic,1.65,4742.19,669.55,141.98,0,3930.66,2659.99,1270.67,0
New York,2018-10-21 0:00,Organic,1.72,87829.32,11055.79,11171.11,33.04,65569.38,65563.27,6.11,0
Northeast,2018-10-21 0:00,Organic,1.49,282191.91,17646.36,22706.95,28.5,241810.1,197398.36,44411.74,0
Northern New England,2018-10-21 0:00,Organic,1.47,23845.45,0,2705.47,0,21139.98,14854.37,6285.61,0
Orlando,2018-10-21 0:00,Organic,1.65,12570.54,373.41,1361.07,0,10836.06,7718.64,3117.42,0
Philadelphia,2018-10-21 0:00,Organic,1.34,38725.87,2431.72,3105.69,0,33188.46,33188.46,0,0
Phoenix/Tucson,2018-10-21 0:00,Organic,1.35,30619.75,2931.45,3208.11,0,24480.19,24433.89,46.3,0
Pittsburgh,2018-10-21 0:00,Organic,1.34,14655.63,1104.94,12.81,0,13537.88,13537.88,0,0
Plains,2018-10-21 0:00,Organic,1.34,67328.81,3527.94,5096.42,30.45,58674,51764.72,6909.28,0
Portland,2018-10-21 0:00,Organic,1.96,25879.71,952.61,7290.85,3.53,17632.72,1543.06,16089.66,0
Raleigh/Greensboro,2018-10-21 0:00,Organic,1.65,20395.07,46.64,4546.3,68.74,15733.39,15702.02,31.37,0
Richmond/Norfolk,2018-10-21 0:00,Organic,1.24,20617.92,34.89,2447.72,30.97,18104.34,17372.81,731.53,0
Roanoke,2018-10-21 0:00,Organic,1.33,9915.49,698.74,1099.95,0,8116.8,7318.72,798.08,0
Sacramento,2018-10-21 0:00,Organic,1.67,12269.69,1960.89,3286.6,5.55,7016.65,7016.65,0,0
San Diego,2018-10-21 0:00,Organic,1.59,21828.01,2934.49,10079.89,0,8813.63,8813.63,0,0
San Francisco,2018-10-21 0:00,Organic,2.05,36264.14,9134.31,8962.28,0,18167.55,18167.55,0,0
Seattle,2018-10-21 0:00,Organic,2.16,42660.84,1130.22,15261.22,5.35,26264.05,1677.8,24538.71,47.54
South Carolina,2018-10-21 0:00,Organic,1.36,21519.26,64.14,4102.84,77.03,17275.25,16133.16,1142.09,0
South Central,2018-10-21 0:00,Organic,1.48,118040.39,23697.92,4088.27,0,90254.2,68946.54,21307.66,0
Southeast,2018-10-21 0:00,Organic,1.55,117752.74,2941.49,18779.38,115.18,95916.69,76569.55,19347.14,0
Spokane,2018-10-21 0:00,Organic,1.97,4797.65,157.9,1912.13,0,2727.62,600.62,2127,0
St. Louis,2018-10-21 0:00,Organic,1.6,9025.63,989.22,1872.24,18.96,6145.21,4907.78,1237.43,0
Syracuse,2018-10-21 0:00,Organic,1.19,5356.11,27.68,164.67,0,5163.76,2217.85,2945.91,0
Tampa,2018-10-21 0:00,Organic,1.57,11159.01,180.91,1055.84,0,9922.26,7399.59,2522.67,0
West,2018-10-21 0:00,Organic,1.69,266427.24,23487.39,47323.67,89.94,195526.24,119777.32,75692.03,56.89
West Tex/New Mexico,2018-10-21 0:00,Organic,1.52,32447.94,4331.55,3348.8,2.95,24764.64,24218.66,545.98,0
Total U.S.,2018-10-28 0:00,Organic,1.5,1491232.38,120534.75,246729.25,511.89,1123404.15,920742.85,202601.2,60.1
Albany,2018-10-28 0:00,Organic,1.49,3766.44,22.52,497.99,0,3245.93,3245.93,0,0
Atlanta,2018-10-28 0:00,Organic,1.61,13503.8,293.93,4613.44,0,8596.43,6459.17,2137.26,0
Baltimore/Washington,2018-10-28 0:00,Organic,1.36,41845.54,781.79,4184.82,28.44,36850.49,36850.49,0,0
Boise,2018-10-28 0:00,Organic,1.86,3539.25,3,977.98,0,2558.27,1079.4,1478.87,0
Boston,2018-10-28 0:00,Organic,1.54,32225.16,19.44,1845.16,0,30360.56,17046.05,13314.51,0
Buffalo/Rochester,2018-10-28 0:00,Organic,1.16,13741.71,144.39,161.72,0,13435.6,5008.45,8427.15,0
California,2018-10-28 0:00,Organic,1.68,217711.66,42366.75,57783.11,3.22,117558.58,117494.26,64.32,0
Charlotte,2018-10-28 0:00,Organic,1.43,16736.45,27.28,4013.94,83.28,12611.95,12114.91,497.04,0
Chicago,2018-10-28 0:00,Organic,1.69,46887.85,392.91,12051.38,0,34443.56,34443.56,0,0
Cincinnati/Dayton,2018-10-28 0:00,Organic,1.56,7718.16,122.79,2990.87,0,4604.5,3568.04,1036.46,0
Columbus,2018-10-28 0:00,Organic,1.44,6282.24,469.44,1064.79,0,4740.58,4117.05,623.53,0
Dallas/Ft. Worth,2018-10-28 0:00,Organic,1.31,27766.98,4857.94,522.79,0,22386.25,14948.1,7438.15,0
Denver,2018-10-28 0:00,Organic,1.39,41014.59,7396.28,998.57,84.25,32535.49,11556.89,20978.6,0
Detroit,2018-10-28 0:00,Organic,1.3,13296.64,619.02,2014.13,0,10663.49,9980.13,683.36,0
Grand Rapids,2018-10-28 0:00,Organic,1.35,10634.51,38.76,1544.42,0,9051.33,9018.2,33.13,0
Great Lakes,2018-10-28 0:00,Organic,1.4,195362.15,4378.07,28452.38,0,162479.36,148544.93,13934.43,0
Harrisburg/Scranton,2018-10-28 0:00,Organic,1.32,16262.7,296.27,255,0,15711.43,15711.43,0,0
Hartford/Springfield,2018-10-28 0:00,Organic,1.84,12456.94,59.67,2839.94,0,9557.33,9557.33,0,0
Houston,2018-10-28 0:00,Organic,1.65,23567.61,4431.87,136.73,0,18999.01,18432.35,566.66,0
Indianapolis,2018-10-28 0:00,Organic,1.34,10660.2,222.87,1130.37,0,9306.96,5525.38,3781.58,0
Jacksonville,2018-10-28 0:00,Organic,1.61,5368.16,121.52,768.36,0,4478.28,3219.99,1258.29,0
Las Vegas,2018-10-28 0:00,Organic,1.6,14820.93,2292,1962.35,0,10566.58,10563.66,2.92,0
Los Angeles,2018-10-28 0:00,Organic,1.57,108369.25,21997.13,24466.68,0,61905.44,61849.36,56.08,0
Louisville,2018-10-28 0:00,Organic,1.37,4187.65,2.64,1114.39,0,3070.62,2552.74,517.88,0
Miami/Ft. Lauderdale,2018-10-28 0:00,Organic,1.4,10614.22,927.61,58.83,0,9627.78,9624.45,3.33,0
Midsouth,2018-10-28 0:00,Organic,1.39,182655.18,2239.02,30763.16,271.21,149381.79,141521.17,7860.62,0
Nashville,2018-10-28 0:00,Organic,1.57,4891.03,106.53,2017.8,0,2766.7,367.71,2398.99,0
New Orleans/Mobile,2018-10-28 0:00,Organic,1.65,3794.08,658.02,105.11,0,3030.95,2112.21,918.74,0
New York,2018-10-28 0:00,Organic,1.74,80883.88,11132.02,10949.6,10.16,58792.1,58787.66,4.44,0
Northeast,2018-10-28 0:00,Organic,1.53,259044.89,16748.47,24874.39,8.8,217413.23,181637.06,35776.17,0
Northern New England,2018-10-28 0:00,Organic,1.48,29787.66,0,4197.25,0,25590.41,19118.14,6472.27,0
Orlando,2018-10-28 0:00,Organic,1.58,10988.66,318.49,1022.81,0,9647.36,7896.43,1750.93,0
Philadelphia,2018-10-28 0:00,Organic,1.48,24944.72,2128.02,2810.98,0,20005.72,20005.72,0,0
Phoenix/Tucson,2018-10-28 0:00,Organic,1.36,33415.38,3176.45,3882.06,0,26356.87,26306.91,49.96,0
Pittsburgh,2018-10-28 0:00,Organic,1.32,15290.5,1017.53,5.48,0,14267.49,14267.49,0,0
Plains,2018-10-28 0:00,Organic,1.32,67950.71,3015.03,4525.57,14.05,60396.06,53396.04,7000.02,0
Portland,2018-10-28 0:00,Organic,1.66,36451.87,791.96,11998.95,0,23660.96,2432.04,21221.06,7.86
Raleigh/Greensboro,2018-10-28 0:00,Organic,1.48,22431.29,48.33,4316.76,51.33,18014.87,17895.37,119.5,0
Richmond/Norfolk,2018-10-28 0:00,Organic,1.18,21068.27,41.95,2531.39,21.51,18473.42,17734.03,739.39,0
Roanoke,2018-10-28 0:00,Organic,1.3,9198.07,238.88,1188.78,0,7770.41,7170.87,599.54,0
Sacramento,2018-10-28 0:00,Organic,1.76,11704.91,2055.46,2930.21,2.8,6716.44,6716.44,0,0
San Diego,2018-10-28 0:00,Organic,1.6,21454.4,4591.89,8982.29,0,7880.22,7878.35,1.87,0
San Francisco,2018-10-28 0:00,Organic,2.05,35452.8,9043.39,8930.32,0,17479.09,17479.09,0,0
Seattle,2018-10-28 0:00,Organic,1.52,91235.6,1197.95,40650.42,17.43,49369.8,7694.71,41624.44,50.65
South Carolina,2018-10-28 0:00,Organic,1.35,19110.1,96.87,3533.22,59.06,15420.95,14516.79,904.16,0
South Central,2018-10-28 0:00,Organic,1.45,120769.91,21364.43,3659.19,0,95746.29,79606.09,16140.2,0
Southeast,2018-10-28 0:00,Organic,1.52,105123.29,2763.13,16408.71,77.3,85874.15,73426.48,12447.67,0
Spokane,2018-10-28 0:00,Organic,1.85,5009.3,273.59,1963.3,0,2772.41,1206.25,1566.16,0
St. Louis,2018-10-28 0:00,Organic,1.63,7675.46,643.68,1371.44,8.57,5651.77,3931.1,1720.67,0
Syracuse,2018-10-28 0:00,Organic,1.22,5407.32,87.4,184.5,0,5135.42,2718.57,2416.85,0
Tampa,2018-10-28 0:00,Organic,1.52,10069.83,159.86,679.85,0,9230.12,7601.91,1628.21,0
West,2018-10-28 0:00,Organic,1.52,342614.56,27659.85,80262.74,137.32,234554.65,125116.79,109377.76,60.1
West Tex/New Mexico,2018-10-28 0:00,Organic,1.52,27364.28,4021.17,2006.67,0,21336.44,20853.93,482.51,0
Total U.S.,2018-11-04 0:00,Organic,1.5,1436243.31,133539.46,257419.27,539.39,1044632.76,877016.53,167588.52,27.71
Albany,2018-11-04 0:00,Organic,1.61,3541.7,33.7,647.73,0,2860.27,2860.27,0,0
Atlanta,2018-11-04 0:00,Organic,1.53,16245.68,188.02,4661.62,0,11396.04,6989.87,4406.17,0
Baltimore/Washington,2018-11-04 0:00,Organic,1.4,36611.47,887.24,3873.33,23.18,31827.72,30508.21,1319.51,0
Boise,2018-11-04 0:00,Organic,1.89,2943.51,3,1302.09,0,1638.42,992.26,646.16,0
Boston,2018-11-04 0:00,Organic,1.58,29645.25,111.92,1571.74,0,27961.59,18209.27,9752.32,0
Buffalo/Rochester,2018-11-04 0:00,Organic,1.2,13899.33,386.99,192.16,0,13320.18,7603.41,5716.77,0
California,2018-11-04 0:00,Organic,1.68,207516.27,39753.26,69630.9,19.31,98112.8,98089.56,23.24,0
Charlotte,2018-11-04 0:00,Organic,1.45,16626.85,46.3,4085.32,88.74,12406.49,12210.6,195.89,0
Chicago,2018-11-04 0:00,Organic,1.57,47765.34,402.23,11557.28,0,35805.83,35805.83,0,0
Cincinnati/Dayton,2018-11-04 0:00,Organic,1.55,10577.35,129.56,2769.06,0,7678.73,4246.35,3432.38,0
Columbus,2018-11-04 0:00,Organic,1.36,9062.83,480.42,1267.97,0,7314.44,5946.75,1367.69,0
Dallas/Ft. Worth,2018-11-04 0:00,Organic,1.37,32236.7,6978.16,837.03,0,24421.51,18345.27,6076.24,0
Denver,2018-11-04 0:00,Organic,1.51,22690.16,10014.05,1140.03,83.68,11452.4,3063.03,8389.37,0
Detroit,2018-11-04 0:00,Organic,1.3,14270.24,828.55,1969.18,0,11472.51,10103.21,1369.3,0
Grand Rapids,2018-11-04 0:00,Organic,1.29,10556.22,72.91,1702.12,0,8781.19,8776.23,4.96,0
Great Lakes,2018-11-04 0:00,Organic,1.36,198079.84,4672.67,27682.82,9.87,165602.05,147389.88,18212.17,0
Harrisburg/Scranton,2018-11-04 0:00,Organic,1.29,16015.84,315.19,201.74,0,15498.91,15066.96,431.95,0
Hartford/Springfield,2018-11-04 0:00,Organic,1.88,12258.14,892.97,2357.86,0,9007.31,9007.31,0,0
Houston,2018-11-04 0:00,Organic,1.46,28612.5,4981.44,53.01,0,23578.05,20828.05,2750,0
Indianapolis,2018-11-04 0:00,Organic,1.26,11254.02,244.13,990.37,0,10019.52,6457.18,3562.34,0
Jacksonville,2018-11-04 0:00,Organic,1.64,4871.19,99.58,782.7,15.92,3972.99,2671.45,1301.54,0
Las Vegas,2018-11-04 0:00,Organic,1.58,15488.08,2348.21,1930.46,0,11209.41,11209.41,0,0
Los Angeles,2018-11-04 0:00,Organic,1.53,115277.4,19373.07,32978.81,1.64,62923.88,62900.24,23.64,0
Louisville,2018-11-04 0:00,Organic,1.31,4302.94,0,1106.89,0,3196.05,2514.73,681.32,0
Miami/Ft. Lauderdale,2018-11-04 0:00,Organic,1.38,9260.12,892.49,43.19,0,8324.44,8324.44,0,0
Midsouth,2018-11-04 0:00,Organic,1.41,170064.41,2508.43,31804.63,281.34,135470.01,125272.38,10197.63,0
Nashville,2018-11-04 0:00,Organic,1.52,4310.23,107.31,2087.12,0,2115.8,408.05,1707.75,0
New Orleans/Mobile,2018-11-04 0:00,Organic,1.61,4210.58,817.66,114.13,0,3278.79,2448.89,829.9,0
New York,2018-11-04 0:00,Organic,1.8,76999.86,11800.21,10145.59,5.67,55048.39,53146.51,1901.88,0
Northeast,2018-11-04 0:00,Organic,1.56,248929.49,19900.02,23668.02,8.44,205353.01,175989.02,29363.99,0
Northern New England,2018-11-04 0:00,Organic,1.48,27076.33,0,3761.42,0,23314.91,17763.28,5551.63,0
Orlando,2018-11-04 0:00,Organic,1.52,9140.96,124.48,709.81,0,8306.67,7478.88,827.79,0
Philadelphia,2018-11-04 0:00,Organic,1.46,25997.36,2316.68,3089.56,0,20591.12,19405.02,1186.1,0
Phoenix/Tucson,2018-11-04 0:00,Organic,1.33,35382.63,3705.71,3717.97,0,27958.95,27947.53,11.42,0
Pittsburgh,2018-11-04 0:00,Organic,1.32,13779.27,1156.56,7.28,0,12615.43,12615.43,0,0
Plains,2018-11-04 0:00,Organic,1.34,65263.07,3248.07,4373.86,0,57641.14,49379.05,8262.09,0
Portland,2018-11-04 0:00,Organic,1.71,32920.73,1082.64,13539.95,0,18298.14,6721,11573.21,3.93
Raleigh/Greensboro,2018-11-04 0:00,Organic,1.57,18330.72,28.21,4280.13,64.35,13958.03,13913.51,44.52,0
Richmond/Norfolk,2018-11-04 0:00,Organic,1.2,19313.64,47.32,2667.43,22.83,16576.06,15328.46,1247.6,0
Roanoke,2018-11-04 0:00,Organic,1.3,9647,263.91,1183.78,0,8199.31,7096.45,1102.86,0
Sacramento,2018-11-04 0:00,Organic,1.84,8914.71,2040.18,3045.07,5.61,3823.85,3823.85,0,0
San Diego,2018-11-04 0:00,Organic,1.6,22346.13,3951.1,10808.77,0,7586.26,7586.26,0,0
San Francisco,2018-11-04 0:00,Organic,2.26,25444.03,9680.78,8616.07,7.52,7139.66,7139.66,0,0
Seattle,2018-11-04 0:00,Organic,1.55,85632.09,1158.99,36687.18,5.37,47780.55,11254.58,36503.59,22.38
South Carolina,2018-11-04 0:00,Organic,1.33,20776.16,53.24,3987.78,60.48,16674.66,15476.73,1197.93,0
South Central,2018-11-04 0:00,Organic,1.43,138599.69,27019.39,5174.79,0,106405.51,87260.74,19144.77,0
Southeast,2018-11-04 0:00,Organic,1.48,105707.31,2083.61,16536.4,87.41,86999.89,74250.43,12749.46,0
Spokane,2018-11-04 0:00,Organic,1.92,5350.17,217.07,2577.69,0,2555.41,1300.72,1254.69,0
St. Louis,2018-11-04 0:00,Organic,1.67,9770.72,1023.85,1718.41,6.73,7021.73,4714.45,2307.28,0
Syracuse,2018-11-04 0:00,Organic,1.26,4912.3,87.32,169.9,0,4655.08,3231.54,1423.54,0
Tampa,2018-11-04 0:00,Organic,1.49,8300.71,152.99,521.23,0,7626.49,6953.34,673.15,0
West,2018-11-04 0:00,Organic,1.56,302083.25,34354.01,78547.85,133.02,189048.37,119385.49,69635.17,27.71
West Tex/New Mexico,2018-11-04 0:00,Organic,1.57,26405.33,3895.81,2292.3,0,20217.22,19870.76,346.46,0
Total U.S.,2018-11-11 0:00,Organic,1.49,1534804.73,147086.46,251477.54,559.52,1135599.27,986753.99,148800.45,44.83
Albany,2018-11-11 0:00,Organic,1.59,3246.26,23.94,550.59,0,2671.73,2671.73,0,0
Atlanta,2018-11-11 0:00,Organic,1.55,17997.22,239.93,4665.19,0,13092.1,5914.35,7177.75,0
Baltimore/Washington,2018-11-11 0:00,Organic,1.45,37075.84,807.07,4254.01,29.64,31985.12,31777.51,207.61,0
Boise,2018-11-11 0:00,Organic,1.85,3324.85,0,938.15,0,2386.7,2122.2,264.5,0
